,ID,ID,ID,,,,Line,,Notes by AR,Notes by DK
Integrated,ZagreusHome_,0995,ZagreusHome_0995,,,,Ever since? It hasn't been that long.,,,
Integrated,ZagreusHome_,0996,ZagreusHome_0996,,,,It's s'posed to be updated every so often but it's always Phel.,,,
Integrated,ZagreusHome_,0997,ZagreusHome_0997,,,,I wish I didn't know that.,,,
Integrated,ZagreusHome_,1001,ZagreusHome_1001,,,,"C'mon, be for real.",,,
Integrated,ZagreusHome_,1006,ZagreusHome_1006,,,,I gotta get to the bottom of this.,,,
Integrated,ZagreusHome_,1008,ZagreusHome_1008,,,,Feel like this can't be the whole picture.,,,
Integrated,ZagreusHome_,1011,ZagreusHome_1011,,,,I feel like that ain't as unlikely as you're makin' it out to be.,,,
Integrated,ZagreusHome_,1013,ZagreusHome_1013,,,,You have really gotta learn how to be more gentle with yourself.,,,
Integrated,ZagreusHome_,1015,ZagreusHome_1015,,,,Fate can't be that cruel...,,,
Integrated,ZagreusHome_,1017,ZagreusHome_1017,,,,"Just you wait, Yas.",,,
Integrated,ZagreusHome_,1019,ZagreusHome_1019,,,,"Take all the time you need, bro.",,,
Integrated,ZagreusHome_,1021,ZagreusHome_1021,,,,So happy to hear that!,,,
Integrated,ZagreusHome_,1026,ZagreusHome_1026,,,,"Cut it out with all the eternity talk, haha!",,,
Integrated,ZagreusHome_,1029,ZagreusHome_1029,,,,Almost!,,,
Integrated,ZagreusHome_,1031,ZagreusHome_1031,,,,"Dude, chill.",,,
Integrated,ZagreusHome_,1033,ZagreusHome_1033,,,,"That means a lot to me. Thank you, bro.",,,
Integrated,ZagreusHome_,1035,ZagreusHome_1035,,,,It's alright. The Old Timer can't make ya play if you don't want to.,,,
Integrated,ZagreusHome_,1040,ZagreusHome_1040,,,,Music's really your heart 'n soul isn't it?,,,
Integrated,ZagreusHome_,1043,ZagreusHome_1043,,,,"Thanks for the impromptu lesson, windchime!",,,
Integrated,ZagreusHome_,1045,ZagreusHome_1045,,,,"I will, just to show ya!",,,
Integrated,ZagreusHome_,1049,ZagreusHome_1049,,,,Guess I can!,,,
Integrated,ZagreusHome_,1051,ZagreusHome_1051,,,,...Is Yas just yankin' my chain here...,,,
Integrated,ZagreusHome_,1053,ZagreusHome_1053,,,,"Fine, alright.",,,
Integrated,ZagreusHome_,1055,ZagreusHome_1055,,,,Hey what happened to the Pact of Punishment?,,,
Integrated,ZagreusHome_,1056,ZagreusHome_1056,,,,The exit... that's a Pact of Punishment on it.,,,
Integrated,ZagreusHome_,1057,ZagreusHome_1057,,,,Is that the Pact of Punishment...?,,,
Integrated,ZagreusHome_,1059,ZagreusHome_1059,,,,I need to use the Pact on my way out.,,,
Integrated,ZagreusHome_,1060,ZagreusHome_1060,,,,The Pact over there is the key to revealin' this.,,,
Integrated,ZagreusHome_,1061,ZagreusHome_1061,,,,Who's that new ghost there next to the Old Timer?,,,
Integrated,ZagreusHome_,1062,ZagreusHome_1062,,,,Somethin's different about that ghost next to Pa.,,,
Integrated,ZagreusHome_,1064,ZagreusHome_1064,,,,As likely an explanation as any I guess.,,,
Integrated,ZagreusHome_,1066,ZagreusHome_1066,,,,"That's a real creative theory there, pal. Then again...",,,
Integrated,ZagreusHome_,1067,ZagreusHome_1067,,,,"Yeah, not sure what I can do 'bout that, pal.",,,
Integrated,ZagreusHome_,1068,ZagreusHome_1068,,,,"If I gotta keep lookin' at these walls, I might as well spice 'em up.",,,
Integrated,ZagreusHome_,1069,ZagreusHome_1069,,,,"Hey, it's my room, I can have whatever wall-scrolls I want.",,,
Integrated,ZagreusHome_,1070,ZagreusHome_1070,,,,Should help make my messy room even messier.,,,
Integrated,ZagreusHome_,1071,ZagreusHome_1071,,,,Nice little room reno.,,,
Integrated,ZagreusHome_,1072,ZagreusHome_1072,,,,"Ah yes, more comfortable seating I'll never use.",,,
Integrated,ZagreusHome_,1073,ZagreusHome_1073,,,,"This one's for all the lonely little ghosties, always hangin' around in the lounge.",,,
Integrated,ZagreusHome_,1074,ZagreusHome_1074,,,,Anything to liven things up even the slightest bit 'round here.,,,
Integrated,ZagreusHome_,1075,ZagreusHome_1075,,,,What is it about fountains that makes everything feel a little fancier?,,,
Integrated,ZagreusHome_,1076,ZagreusHome_1076,,,,Always hoped we'd have a fountain here precisely in that location.,,,
Integrated,ZagreusHome_,1077,ZagreusHome_1077,,,,Who am I to stop the shades in the lounge from cookin' up whatever it is they're makin'?,,,
Integrated,ZagreusHome_,1078,ZagreusHome_1078,,,,"Whew. It's a big job, havin' to sweep up after the badgers shed everywhere.",,,
Integrated,ZagreusHome_,1079,ZagreusHome_1079,,,,This oughtta make the lounge a little nicer. Til the badgers wreck it again.,,,
Integrated,ZagreusHome_,1080,ZagreusHome_1080,,,,Some of us won't mind the lounge bein' a little toastier.,,,
Integrated,ZagreusHome_,1081,ZagreusHome_1081,,,,There's not much on the menu in the lounge but maybe this will help.,,,
Integrated,ZagreusHome_,1082,ZagreusHome_1082,,,,Huh maybe I can use this to avoid the old timer's withering gaze and unwanted feedback.,,,
Integrated,ZagreusHome_,1083,ZagreusHome_1083,,,,How about a moody blue color for the curtains?,,,
Integrated,ZagreusHome_,1084,ZagreusHome_1084,,,,Perhaps a nice green will make it feel livelier?,,,
Integrated,ZagreusHome_,1085,ZagreusHome_1085,,,,"Nice, I love red.",,,
Integrated,ZagreusHome_,1086,ZagreusHome_1086,,,,"You know what, I changed my mind about the curtains...",,,
Integrated,ZagreusHome_,1087,ZagreusHome_1087,,,,"I miss the way things used to be, sorry curtains.",,,
Integrated,ZagreusHome_,1088,ZagreusHome_1088,,,,The time has come once more to change the curtains.,,,
Integrated,ZagreusHome_,1089,ZagreusHome_1089,,,,Helps keep things colorful to change the curtains from time to time.,,,
Integrated,ZagreusHome_,1090,ZagreusHome_1090,,,,"Either those curtains go, or I do.",,,
Integrated,ZagreusHome_,1091,ZagreusHome_1091,,,,This oughtta help Yas keep his sheets of music in order. Just have to fill it in.,,,
Integrated,ZagreusHome_,1092,ZagreusHome_1092,,,,"Paid in full up front, let's see what we get!",,,
Integrated,ZagreusHome_,1093,ZagreusHome_1093,,,,"House Contractor, I got a new job for you.",,,
Integrated,ZagreusHome_,1094,ZagreusHome_1094,,,,"Alright, House Contractor, go do your thing.",,,
Integrated,ZagreusHome_,1095,ZagreusHome_1095,,,,Let's lighten things up a little around here.,,,
Integrated,ZagreusHome_,1096,ZagreusHome_1096,,,,Let's see how this one turns out.,,,
Integrated,ZagreusHome_,1097,ZagreusHome_1097,,,,"Alright, let's see what we got.",,,
Integrated,ZagreusHome_,1098,ZagreusHome_1098,,,,This should help bring up the mood a bit.,,,
Integrated,ZagreusHome_,1099,ZagreusHome_1099,,,,One more upgrade for the old House.,,,
Integrated,ZagreusHome_,1100,ZagreusHome_1100,,,,Should check the music stand to hear this one.,,,
Integrated,ZagreusHome_,1101,ZagreusHome_1101,,,,Another piece for the music stand.,,,
Integrated,ZagreusHome_,1102,ZagreusHome_1102,,,,More music for the music stand is always good.,,,
Integrated,ZagreusHome_,1103,ZagreusHome_1103,,,,Can hardly wait to listen to this one.,,,
Integrated,ZagreusHome_,1104,ZagreusHome_1104,,,,More stuff for the music stand.,,,
Integrated,ZagreusHome_,1105,ZagreusHome_1105,,,,More music to soothe the ghosties.,,,
Integrated,ZagreusHome_,1106,ZagreusHome_1106,,,,Not gonna say no to more music.,,,
Integrated,ZagreusHome_,1107,ZagreusHome_1107,,,,New music for the music stand? OK!,,,
Integrated,ZagreusHome_,1108,ZagreusHome_1108,,,,"Hey, House Contractor.",,,
Integrated,ZagreusHome_,1109,ZagreusHome_1109,,,,Any new updates for the House?,,,
Integrated,ZagreusHome_,1110,ZagreusHome_1110,,,,"What's on your mind, Contractor?",,,
Integrated,ZagreusHome_,1111,ZagreusHome_1111,,,,Let's see what the Contractor has.,,,
Integrated,ZagreusHome_,1112,ZagreusHome_1112,,,,"What's new, Contractor?",,,
Integrated,ZagreusHome_,1113,ZagreusHome_1113,,,,Pick something up for the House maybe?,,,
Integrated,ZagreusHome_,1114,ZagreusHome_1114,,,,What can we do for this crusty House.,,,
Integrated,ZagreusHome_,1115,ZagreusHome_1115,,,,Better give this ghost some work.,,,
Integrated,ZagreusHome_,1116,ZagreusHome_1116,,,,Here's the fee.,,,
Integrated,ZagreusHome_,1117,ZagreusHome_1117,,,,Let's do it.,,,
Integrated,ZagreusHome_,1118,ZagreusHome_1118,,,,Let's go with this.,,,
Integrated,ZagreusHome_,1119,ZagreusHome_1119,,,,Here are the gems.,,,
Integrated,ZagreusHome_,1120,ZagreusHome_1120,,,,Work approved.,,,
Integrated,ZagreusHome_,1121,ZagreusHome_1121,,,,Approved.,,,
Integrated,ZagreusHome_,1122,ZagreusHome_1122,,,,Here's the commission.,,,
Integrated,ZagreusHome_,1123,ZagreusHome_1123,,,,No more jobs for now.,,,
Integrated,ZagreusHome_,1124,ZagreusHome_1124,,,,I'll hafta come back later.,,,
Integrated,ZagreusHome_,1125,ZagreusHome_1125,,,,No more for now huh?,,,
Integrated,ZagreusHome_,1126,ZagreusHome_1126,,,,Looks like Pa's changed the terms of our relationship.,,,
Integrated,ZagreusHome_,1127,ZagreusHome_1127,,,,It knows I picked the Infinity Edge.,,,
Integrated,ZagreusHome_,1128,ZagreusHome_1128,,,,It can tell I have the Sundered Sky.,,,
Integrated,ZagreusHome_,1129,ZagreusHome_1129,,,,It detected Randuin's Omen.,,,
Integrated,ZagreusHome_,1130,ZagreusHome_1130,,,,It can sense the Last Whisper.,,,
Integrated,ZagreusHome_,1131,ZagreusHome_1131,,,,It sees I chose the Rapidfire Cannon.,,,
Integrated,ZagreusHome_,1132,ZagreusHome_1132,,,,Should I risk it?,,,
Integrated,ZagreusHome_,1133,ZagreusHome_1133,,,,Maybe I oughtta risk it.,,,
Integrated,ZagreusHome_,1134,ZagreusHome_1134,,,,Should I do it?,,,
Integrated,ZagreusHome_,1135,ZagreusHome_1135,,,,The Old Timer's Pact.,,,
Integrated,ZagreusHome_,1136,ZagreusHome_1136,,,,New things added to the Pact.,,,
Integrated,ZagreusHome_,1137,ZagreusHome_1137,,,,There's a new condition on the Pact.,,,
Integrated,ZagreusHome_,1138,ZagreusHome_1138,,,,That's as bad as this gets.,,,
Integrated,ZagreusHome_,1139,ZagreusHome_1139,,,,Can't push it any further.,,,
Integrated,ZagreusHome_,1140,ZagreusHome_1140,,,,Max punishment.,,,
Integrated,ZagreusHome_,1141,ZagreusHome_1141,,,,That's as far as it goes.,,,
Integrated,ZagreusHome_,1142,ZagreusHome_1142,,,,That's as much Heat as I can get from this.,,,
Integrated,ZagreusHome_,1143,ZagreusHome_1143,,,,No thank you.,,,
Integrated,ZagreusHome_,1144,ZagreusHome_1144,,,,No thanks.,,,
Integrated,ZagreusHome_,1145,ZagreusHome_1145,,,,Not this time.,,,
Integrated,ZagreusHome_,1146,ZagreusHome_1146,,,,I don't think so.,,,
Integrated,ZagreusHome_,1147,ZagreusHome_1147,,,,I'm really askin' for it.,,,
Integrated,ZagreusHome_,1148,ZagreusHome_1148,,,,"Hah, why not.",,,
Integrated,ZagreusHome_,1149,ZagreusHome_1149,,,,Should be simple!,,,
Integrated,ZagreusHome_,1150,ZagreusHome_1150,,,,I have this.,,,
Integrated,ZagreusHome_,1151,ZagreusHome_1151,,,,The Pact is sealed.,,,
Integrated,ZagreusHome_,1152,ZagreusHome_1152,,,,What to listen to...,,,
Integrated,ZagreusHome_,1153,ZagreusHome_1153,,,,Sweet music...,,,
Integrated,ZagreusHome_,1154,ZagreusHome_1154,,,,The music stand...,,,
Integrated,ZagreusHome_,1155,ZagreusHome_1155,,,,Chamber music...,,,
Integrated,ZagreusHome_,1156,ZagreusHome_1156,,,,New piece there.,,,
Integrated,ZagreusHome_,1157,ZagreusHome_1157,,,,New piece of music.,,,
Integrated,ZagreusHome_,1158,ZagreusHome_1158,,,,New music.,,,
Integrated,ZagreusHome_,1159,ZagreusHome_1159,,,,Some new music.,,,
Integrated,ZagreusHome_,1160,ZagreusHome_1160,,,,This one.,,,
Integrated,ZagreusHome_,1161,ZagreusHome_1161,,,,This.,,,
Integrated,ZagreusHome_,1162,ZagreusHome_1162,,,,Let's listen.,,,
Integrated,ZagreusHome_,1163,ZagreusHome_1163,,,,Let's hear it.,,,
Integrated,ZagreusHome_,1164,ZagreusHome_1164,,,,That's Yone's song...,,,
Integrated,ZagreusHome_,1165,ZagreusHome_1165,,,,Infinity Edge... you're showin' me your past?,,,
Integrated,ZagreusHome_,1166,ZagreusHome_1166,,,,Last Whisper... is this what you really are?,,,
Integrated,ZagreusHome_,1167,ZagreusHome_1167,,,,Randuin's Omen... you are as old as time...,,,
Integrated,ZagreusHome_,1168,ZagreusHome_1168,,,,Sundered Sky... you once were Father's spear...,,,
Integrated,ZagreusHome_,1169,ZagreusHome_1169,,,,Rapidfire Cannon... you're tellin' me your secrets...,,,
Integrated,ZagreusHome_,1170,ZagreusHome_1170,,,,Lemme see you now for what you truly are.,,,
Integrated,ZagreusHome_,1171,ZagreusHome_1171,,,,"You're bound to me, and I'm your host.",,,
Integrated,ZagreusHome_,1172,ZagreusHome_1172,,,,Let's test the bond between us.,,,
Integrated,ZagreusHome_,1173,ZagreusHome_1173,,,,What are the limits of your power?,,,
Integrated,ZagreusHome_,1174,ZagreusHome_1174,,,,"You're no simple weapon, are ya.",,,
Integrated,ZagreusHome_,1175,ZagreusHome_1175,,,,What infernal forge created you...?,,,
Integrated,ZagreusHome_,1176,ZagreusHome_1176,,,,Far greater Spirits than me once wielded you.,,,
Integrated,ZagreusHome_,1177,ZagreusHome_1177,,,,You're as multifaceted as anyone I know.,,,
Integrated,ZagreusHome_,1178,ZagreusHome_1178,,,,Lemme see into your past.,,,
Integrated,ZagreusHome_,1179,ZagreusHome_1179,,,,Infinity Edge: Awaken!,,,
Integrated,ZagreusHome_,1180,ZagreusHome_1180,,,,"Infinity Edge, reveal your secrets!",,,
Integrated,ZagreusHome_,1181,ZagreusHome_1181,,,,Last Whisper: Awaken!,,,
Integrated,ZagreusHome_,1182,ZagreusHome_1182,,,,"Last Whisper, reveal your secrets!",,,
Integrated,ZagreusHome_,1183,ZagreusHome_1183,,,,Randuin's Omen: Awaken!,,,
Integrated,ZagreusHome_,1184,ZagreusHome_1184,,,,"Randuin's Omen, reveal your secrets!",,,
Integrated,ZagreusHome_,1185,ZagreusHome_1185,,,,Sundered Sky: Awaken!,,,
Integrated,ZagreusHome_,1186,ZagreusHome_1186,,,,"Sundered Sky, reveal your secrets!",,,
Integrated,ZagreusHome_,1187,ZagreusHome_1187,,,,Rapidfire Cannon: Awaken!,,,
Integrated,ZagreusHome_,1188,ZagreusHome_1188,,,,"Rapidfire Cannon, reveal your secrets!",,,
Integrated,ZagreusHome_,1189,ZagreusHome_1189,,,,My aspect got stronger.,,,
Integrated,ZagreusHome_,1190,ZagreusHome_1190,,,,Our bond got stronger.,,,
Integrated,ZagreusHome_,1191,ZagreusHome_1191,,,,Hidden power.,,,
Integrated,ZagreusHome_,1192,ZagreusHome_1192,,,,"Together, we'll get stronger.",,,
Integrated,ZagreusHome_,1193,ZagreusHome_1193,,,,Show yourself.,,,
Integrated,ZagreusHome_,1194,ZagreusHome_1194,,,,Our bond is gettin' stronger.,,,
Integrated,ZagreusHome_,1195,ZagreusHome_1195,,,,Grant me the aspect of Alune!,,,
Integrated,ZagreusHome_,1196,ZagreusHome_1196,,,,Grant me the aspect of Nami!,,,
Integrated,ZagreusHome_,1197,ZagreusHome_1197,,,,Grant me the aspect of Caitlyn!,,,
Integrated,ZagreusHome_,1198,ZagreusHome_1198,,,,Grant me the aspect of Varus!,,,
Integrated,ZagreusHome_,1199,ZagreusHome_1199,,,,Grant me the aspect of Pantheon!,,,
Integrated,ZagreusHome_,1200,ZagreusHome_1200,,,,Grant me the aspect of Pyke!,,,
Integrated,ZagreusHome_,1201,ZagreusHome_1201,,,,Grant me the aspect of Leona!,,,
Integrated,ZagreusHome_,1202,ZagreusHome_1202,,,,Grant me the aspect of Vel'Koz!,,,
Integrated,ZagreusHome_,1203,ZagreusHome_1203,,,,Grant me the aspect of Jhin!,,,
Integrated,ZagreusHome_,1204,ZagreusHome_1204,,,,Grant me the aspect of Vayne!,,,
Integrated,ZagreusHome_,1205,ZagreusHome_1205,,,,Alune.,,,
Integrated,ZagreusHome_,1206,ZagreusHome_1206,,,,Alune...!,,,
Integrated,ZagreusHome_,1207,ZagreusHome_1207,,,,Nami.,,,
Integrated,ZagreusHome_,1208,ZagreusHome_1208,,,,Nami...!,,,
Integrated,ZagreusHome_,1209,ZagreusHome_1209,,,,Caitlyn.,,,
Integrated,ZagreusHome_,1210,ZagreusHome_1210,,,,Caitlyn...!,,,
Integrated,ZagreusHome_,1211,ZagreusHome_1211,,,,Varus.,,,
Integrated,ZagreusHome_,1212,ZagreusHome_1212,,,,Varus...!,,,
Integrated,ZagreusHome_,1213,ZagreusHome_1213,,,,Pantheon.,,,
Integrated,ZagreusHome_,1214,ZagreusHome_1214,,,,Pantheon...!,,,
Integrated,ZagreusHome_,1215,ZagreusHome_1215,,,,Pyke.,,,
Integrated,ZagreusHome_,1216,ZagreusHome_1216,,,,Pyke...!,,,
Integrated,ZagreusHome_,1217,ZagreusHome_1217,,,,Leona.,,,
Integrated,ZagreusHome_,1218,ZagreusHome_1218,,,,Leona...!,,,
Integrated,ZagreusHome_,1219,ZagreusHome_1219,,,,Vel'Koz.,,,
Integrated,ZagreusHome_,1220,ZagreusHome_1220,,,,Vel'Koz...!,,,
Integrated,ZagreusHome_,1221,ZagreusHome_1221,,,,Settrigh.,,,
Integrated,ZagreusHome_,1222,ZagreusHome_1222,,,,Me.,,,
Integrated,ZagreusHome_,1223,ZagreusHome_1223,,,,Myself...!,,,
Integrated,ZagreusHome_,1224,ZagreusHome_1224,,,,Transform.,,,
Integrated,ZagreusHome_,1225,ZagreusHome_1225,,,,Transform...!,,,
Integrated,ZagreusHome_,1226,ZagreusHome_1226,,,,Change form.,,,
Integrated,ZagreusHome_,1227,ZagreusHome_1227,,,,Not enough keys.,,,
Integrated,ZagreusHome_,1228,ZagreusHome_1228,,,,I need to track down more primordial Keys.,,,
Integrated,ZagreusHome_,1229,ZagreusHome_1229,,,,I can find more of those keys if I engage the Pact...,,,
Integrated,ZagreusHome_,1230,ZagreusHome_1230,,,,I'll find more of those keys if I use the Pact...,,,
Integrated,ZagreusHome_,1231,ZagreusHome_1231,,,,I don't have enough primordial Keys...,,,
Integrated,ZagreusHome_,1232,ZagreusHome_1232,,,,"Alright, then, keep your secrets...",,,
Integrated,ZagreusHome_,1233,ZagreusHome_1233,,,,I need more primordial Keys for this.,,,
Integrated,ZagreusHome_,1234,ZagreusHome_1234,,,,Jhin.,,,
Integrated,ZagreusHome_,1235,ZagreusHome_1235,,,,Jhin...!,,,
Integrated,ZagreusHome_,1236,ZagreusHome_1236,,,,Vayne.,,,
Integrated,ZagreusHome_,1237,ZagreusHome_1237,,,,Vayne...!,,,
Integrated,ZagreusHome_,1240,ZagreusHome_1240,,,,I understand. I'm sorry.,,,
Integrated,ZagreusHome_,1243,ZagreusHome_1243,,,,Sure. Sorry about your Pact.,,,
Integrated,ZagreusHome_,1247,ZagreusHome_1247,,,,Uh... sure.,,,
Integrated,ZagreusHome_,1248,ZagreusHome_1248,,,,Beggin' your pardon...,,,
Integrated,ZagreusHome_,1249,ZagreusHome_1249,,,,"Ugh, more Chosen Sisters than I bargained for...",,,
Integrated,ZagreusHome_,1250,ZagreusHome_1250,,,,"Urgh, that's one sister too many...",,,
Integrated,ZagreusHome_,1251,ZagreusHome_1251,,,,"Mmph, that didn't seem particularly fair.",,,
Integrated,ZagreusHome_,1252,ZagreusHome_1252,,,,"Ungh, I guess I should be flattered in a way...",,,
Integrated,ZagreusHome_,1253,ZagreusHome_1253,,,,"Augh, don't the Chosen have somebody else they could be torturing...",,,
Integrated,ZagreusHome_,1254,ZagreusHome_1254,,,,Show me your power.,,,
Integrated,ZagreusHome_,1255,ZagreusHome_1255,,,,Remember your past.,,,
Integrated,ZagreusHome_,1256,ZagreusHome_1256,,,,Power beyond time.,,,
Integrated,ZagreusHome_,1257,ZagreusHome_1257,,,,Recover your ancient strength.,,,
Integrated,ZagreusHome_,1258,ZagreusHome_1258,,,,I see you.,,,
Integrated,ZagreusHome_,1259,ZagreusHome_1259,,,,We are one.,,,
Integrated,ZagreusHome_,1260,ZagreusHome_1260,,,,Live through me again.,,,
Integrated,ZagreusHome_,1261,ZagreusHome_1261,,,,"Help me, and live again.",,,
Integrated,ZagreusHome_,1262,ZagreusHome_1262,,,,That's as far as we can go.,,,
Integrated,ZagreusHome_,1263,ZagreusHome_1263,,,,That's everything.,,,
Integrated,ZagreusHome_,1264,ZagreusHome_1264,,,,I see everything 'bout you now.,,,
Integrated,ZagreusHome_,1265,ZagreusHome_1265,,,,Your entire past.,,,
Integrated,ZagreusHome_,1266,ZagreusHome_1266,,,,Our bond is complete now.,,,
Integrated,ZagreusHome_,1267,ZagreusHome_1267,,,,We're bound together forever.,,,
Integrated,ZagreusHome_,1268,ZagreusHome_1268,,,,Now you're awake.,,,
Integrated,ZagreusHome_,1269,ZagreusHome_1269,,,,We've reached the limit.,,,
Integrated,ZagreusHome_,1270,ZagreusHome_1270,,,,I have returned.,,,
Integrated,ZagreusHome_,1271,ZagreusHome_1271,,,,I've returned.,,,
Integrated,ZagreusHome_,1272,ZagreusHome_1272,,,,Infinity Edge.,,,
Integrated,ZagreusHome_,1273,ZagreusHome_1273,,,,Infinity Edge!,,,
Integrated,ZagreusHome_,1274,ZagreusHome_1274,,,,Sundered Sky.,,,
Integrated,ZagreusHome_,1275,ZagreusHome_1275,,,,Sundered Sky!,,,
Integrated,ZagreusHome_,1276,ZagreusHome_1276,,,,Randuin's Omen.,,,
Integrated,ZagreusHome_,1277,ZagreusHome_1277,,,,Randuin's Omen!,,,
Integrated,ZagreusHome_,1278,ZagreusHome_1278,,,,Last Whisper.,,,
Integrated,ZagreusHome_,1279,ZagreusHome_1279,,,,Last Whisper!,,,
Integrated,ZagreusHome_,1280,ZagreusHome_1280,,,,Rapidfire Cannon.,,,
Integrated,ZagreusHome_,1281,ZagreusHome_1281,,,,Rapidfire Cannon!,,,
Integrated,ZagreusHome_,1282,ZagreusHome_1282,,,,Care to join me out there?,,,
Integrated,ZagreusHome_,1283,ZagreusHome_1283,,,,Care to accompany me?,,,
Integrated,ZagreusHome_,1284,ZagreusHome_1284,,,,Never made it up there myself!,,,
Integrated,ZagreusHome_,1285,ZagreusHome_1285,,,,"Prices are a little steep there, I gotta say.",,,
Integrated,ZagreusHome_,1286,ZagreusHome_1286,,,,I can't afford any of this.,,,
Integrated,ZagreusHome_,1287,ZagreusHome_1287,,,,"What am I, composed entirely of gemstones?",,,
Integrated,ZagreusHome_,1288,ZagreusHome_1288,,,,Too pricey for me.,,,
Integrated,ZagreusHome_,1289,ZagreusHome_1289,,,,Maybe you'll have somethin' more affordable next time.,,,
Integrated,ZagreusHome_,1290,ZagreusHome_1290,,,,That's a lotta gemstones.,,,
Integrated,ZagreusHome_,1291,ZagreusHome_1291,,,,What's cookin'?,,,
Integrated,ZagreusHome_,1292,ZagreusHome_1292,,,,Head Chef.,,,
Integrated,ZagreusHome_,1293,ZagreusHome_1293,,,,Chef.,,,
Integrated,ZagreusHome_,1294,ZagreusHome_1294,,,,"Hey, Chef.",,,
Integrated,ZagreusHome_,1295,ZagreusHome_1295,,,,What's for breakfast?,,,
Integrated,ZagreusHome_,1296,ZagreusHome_1296,,,,What's for breakfast? Dinner maybe?,,,
Integrated,ZagreusHome_,1297,ZagreusHome_1297,,,,Somethin' smells good.,,,
Integrated,ZagreusHome_,1298,ZagreusHome_1298,,,,How's that knife set workin' out?,,,
Integrated,ZagreusHome_,1299,ZagreusHome_1299,,,,Those spices workin' out alright?,,,
Integrated,ZagreusHome_,1300,ZagreusHome_1300,,,,Cooking's one way to pass the time.,,,
Integrated,ZagreusHome_,1301,ZagreusHome_1301,,,,"Ah, my incredibly expensive fountain.",,,
Integrated,ZagreusHome_,1302,ZagreusHome_1302,,,,This is the most decadent thing I ever bought.,,,
Integrated,ZagreusHome_,1303,ZagreusHome_1303,,,,I ain't ever gonna get tired of this!,,,
Integrated,ZagreusHome_,1304,ZagreusHome_1304,,,,I ain't ever gonna get tired of this! ...Will I?,,,
Integrated,ZagreusHome_,1305,ZagreusHome_1305,,,,Kinda soothin',,,
Integrated,ZagreusHome_,1306,ZagreusHome_1306,,,,"Hello, Fountain.",,,
Integrated,ZagreusHome_,1307,ZagreusHome_1307,,,,"Greetings, Broker.",,,
Integrated,ZagreusHome_,1308,ZagreusHome_1308,,,,Got anything good?,,,
Integrated,ZagreusHome_,1309,ZagreusHome_1309,,,,I'm here for questionable deals.,,,
Integrated,ZagreusHome_,1310,ZagreusHome_1310,,,,Anything good?,,,
Integrated,ZagreusHome_,1311,ZagreusHome_1311,,,,I could use that.,,,
Integrated,ZagreusHome_,1312,ZagreusHome_1312,,,,"Need more of those, so here.",,,
Integrated,ZagreusHome_,1313,ZagreusHome_1313,,,,Just what I was lookin' for.,,,
Integrated,ZagreusHome_,1314,ZagreusHome_1314,,,,Too good to pass up.,,,
Integrated,ZagreusHome_,1315,ZagreusHome_1315,,,,"It's alright, wasn't hungry anyway.",,,
Integrated,ZagreusHome_,1316,ZagreusHome_1316,,,,"You watch yourself, old man.",,,
Integrated,ZagreusHome_,1317,ZagreusHome_1317,,,,"Won't get extra Bounties this way, but why not.",,,
Integrated,ZagreusHome_,1318,ZagreusHome_1318,,,,Blowin' out the Heat Gauge isn't going to do me any favors here.,,,
Integrated,ZagreusHome_,1319,ZagreusHome_1319,,,,Don't need to turn the Heat Gauge so high to earn those Bounties.,,,
Integrated,ZagreusHome_,1320,ZagreusHome_1320,,,,Won't get Bounties any faster with this extra Heat.,,,
Integrated,ZagreusHome_,1321,ZagreusHome_1321,,,,Time to put in extra work for those Bounties.,,,
Integrated,ZagreusHome_,1322,ZagreusHome_1322,,,,"If it's Bounties I'm after, no need to turn the Heat up this high.",,,
Integrated,ZagreusHome_,1323,ZagreusHome_1323,,,,"This one, Contractor. Oughtta make the Underworld a better place, I think.",,,
Integrated,ZagreusHome_,1324,ZagreusHome_1324,,,,Let's make it happen. I gotta keep an eye out for this next I'm out there.,,,
Unused,ZagreusHome_,1325,ZagreusHome_1325,,,,"I like the sound o' this. Work approved and here's the fee, Contractor!",,,
Integrated,ZagreusHome_,1326,ZagreusHome_1326,,,,Here ya go! I'll be on the lookout for this when I'm in the area.,,,
Integrated,ZagreusHome_,1327,ZagreusHome_1327,,,,"Here! The Underworld could always use a little extra renovation, right?",,,
Unused,ZagreusHome_,1328,ZagreusHome_1328,,,,"I like the sound of this one here, Contractor. Go make it happen! Please.",,,
Integrated,ZagreusHome_,1329,ZagreusHome_1329,,,,"Work is approved, by me! Not by my Pa. Not like he's payin' any attention.",,,
Integrated,ZagreusHome_,1330,ZagreusHome_1330,,,,I approve this gratuitous expenditure! And I look forward to seein' the result.,,,
Integrated,ZagreusHome_,1331,ZagreusHome_1331,,,,"House Contractor, my good ghost bro, I have another job for your team.",,,
Integrated,ZagreusHome_,1332,ZagreusHome_1332,,,,"Let's go with this assignment, Contractor! The Old Timer would approve. For sure.",,,
Integrated,ZagreusHome_,1333,ZagreusHome_1333,,,,"I think this is an excellent investment, Contractor! Go on 'n make it so.",,,
Integrated,ZagreusHome_,1334,ZagreusHome_1334,,,,The dungeons of the Underworld should be a little livelier with this.,,,
Integrated,ZagreusHome_,1335,ZagreusHome_1335,,,,"I'd say our court musician's suffered quite enough. 'Sides, I miss his delightfully friendly 'n cheerful personality.",,,
